,artist_name,track_name,song_no
78891,Ke$ha,Die Young,95870
78919,Dream Theater,A Better Life,95904
78938,Vampire Weekend,Unbelievers,95929
78946,Death Cab for Cutie,No Room In Frame,95951
78954,Two Door Cinema Club,Next Year,95961
78961,Frank Carter & The Rattlesnakes,Lullaby,95970
78969,Radiohead,Blow Out,95985
78970,Radiohead,Anyone Can Play Guitar,95986
78972,Beach House,Wild,95994
78973,Beach House,Sparks,95995
78978,Car Seat Headrest,something soon,96008
78983,AC/DC,Girls Got Rhythm,96014
78989,Pantera,Cowboys from Hell,96021
79020,Nightwish,Bye Bye Beautiful,96068
79022,The Weeknd,Love To Lay,96072
79072,Interpol,Say Hello to the Angels,96155
79100,The Beatles,Maxwell's Silver Hammer,96194
79102,The Strokes,Taken for a Fool,96196
79120,Animal Collective,For Reverend Green,96215
79146,Billy Joel,It's Still Rock and Roll to Me,96250
79160,Dream Theater,Panic Attack,96268
79167,Soundgarden,Outshined,96278
79185,Trivium,Until the World Goes Cold,96302
79186,Trivium,The Heart From Your Hate,96303
79193,Deftones,Phantom Bride,96313
79220,Black Sabbath,Snowblind,96351
79235,System of a Down,Psycho,96366
79284,The Postal Service,Recycled Air,96429
79285,Ke$ha,Praying,96430
79297,Peter Gabriel,Solsbury Hill,96449
79302,Leonard Cohen,"Hey, That's No Way to Say Goodbye",96456
79307,Vampire Weekend,One (Blake's Got a New Face),96462
79308,The Postal Service,Brand New Colony,96463
79323,Avenged Sevenfold,Almost Easy,96493
79325,System of a Down,Highway Song,96496
79328,Korn,Right Now,96504
79331,Soundgarden,Let Me Drown,96511
79337,Prince,Let's Go Crazy,96520
79346,John Maus,Hey Moon,96530
79351,Deerhunter,Helicopter,96536
79390,Disturbed,Stricken,96584
79398,Green Day,21 Guns,96593
79413,Rammstein,Zwitter,96611
79422,The Clash,Jimmy Jazz,96622
79426,Tom Waits,Jockey Full of Bourbon,96627
79430,Ariel Pink,Put Your Number in My Phone,96633
79439,Elton John,Tiny Dancer,96645
79454,Madvillain,Accordion,96666
79476,White Lies,To Lose My Life,96690
79478,Wolfmother,Joker and the Thief,96692
79484,Demi Lovato,Confident,96705
79512,The Beatles,We Can Work It Out,96737
79513,The Beatles,Sexy Sadie,96738
79515,The Strokes,Soma,96742
79543,Machine Head,Davidian,96781
79547,Rise Against,Make It Stop (September's Children),96786
79555,Taylor Swift,Dress,96799
79563,Avril Lavigne,Here's to Never Growing Up,96810
79582,Harvey Danger,Flagpole Sitta,96834
79595,Talking Heads,Psycho Killer,96852
79658,Boards of Canada,Uritual,96945
79676,System of a Down,Soldier Side,96967
79684,Avenged Sevenfold,Bat Country,96977
79741,Five Finger Death Punch,Remember Everything,97049
79752,Creedence Clearwater Revival,I Put a Spell on You,97063
79753,Creedence Clearwater Revival,I Heard It Through the Grapevine,97064
79754,Creedence Clearwater Revival,Lodi,97065
79774,Jimi Hendrix,Little Wing,97093
79778,Weezer,Undone - The Sweater Song,97103
79779,Blondie,One Way or Another,97104
79784,Modest Mouse,Dashboard,97123
79798,Metallica,The Memory Remains,97154
79830,Purity Ring,Ungirthed,97208
79836,Hot Chip,Over and Over,97217
79839,The Chemical Brothers,Hey Boy Hey Girl,97224
79841,The Prodigy,Girls,97226
79845,Gold Panda,Marriage,97230
79853,The National,Mr. November,97246
79856,Jeff Buckley,"Lover, You Should've Come Over",97249
79858,Rhye,Open,97251
79867,Trentemøller,Miss You,97263
79908,Beastie Boys,Shake Your Rump,97313
79959,Purity Ring,Sea Castle,97369
80045,Spoon,Do I Have to Talk You Into It,97475
80052,The Weeknd,I Feel It Coming,97484
80071,Weezer,Jacked Up,97510
80076,Tim Hecker,Bijie Dream,97519
80083,LCD Soundsystem,Watch the Tapes,97528
80152,Spoon,First Caress,97631
80153,alt-J,Hit Me Like That Snare,97633
80166,Drake,Back To Back,97664
80175,Cheat Codes,Sex,97679
80215,Shura,Touch,97744
80239,Hiatus,Turbine,97781
80241,Kate Bush,The Man With the Child in His Eyes,97785
80250,Pixies,Gigantic,97800
80256,Hozier,Someone New,97808
80264,Foo Fighters,Arlandria,97823
80279,Of Monsters and Men,Dirty Paws,97847
80284,Justice,Genesis,97853
80285,Phoenix,Armistice,97854
80289,Morcheeba,Big Calm,97858
80290,Röyksopp,Remind Me,97859
80293,Beach House,New Year,97862
80310,Pink Floyd,Bike,97885
80312,Dead Kennedys,Kill the Poor,97887
80320,Britney Spears,Circus,97895
80321,Portishead,It's a Fire,97900
80327,Caribou,Can't Do Without You,97909
80328,Pavement,Range Life,97910
80368,Spiritualized,I Think I'm in Love,97972
80389,Jamie xx,Loud Places,97994
80400,The Black Keys,Money Maker,98007
80433,SZA,Prom,98045
80438,Beyoncé,All Night,98050
80487,Julien Baker,Rejoice,98114
80502,Russian Circles,Mota,98130
80550,Foo Fighters,La Dee Da,98191
80596,Arcade Fire,Porno,98260
80601,Lana Del Rey,In My Feelings,98273
80605,Frankie Cosmos,Fool,98282
80657,Sonic Youth,The Sprawl,98353
80662,Panic! at the Disco,Lying Is the Most Fun a Girl Can Have Without Taking Her Clothes Off,98358
80691,Joy Division,Disorder - 2007 remastered version,98392
80714,Red Hot Chili Peppers,Wet Sand,98421
80722,Audioslave,Shadow On The Sun,98432
80747,Megadeth,Tornado Of Souls,98465
80797,30 Seconds to Mars,Attack,98562
80799,Katy Perry,Last Friday Night (T.G.I.F.),98566
80803,Madonna,Holiday,98570
80836,David Bowie,Starman,98622
80892,Lady Gaga,Come To Mama,98700
80900,Radiohead,Bones,98713
80934,Hoobastank,The Reason,98759
80956,Maggie Rogers,Alaska,98785
80958,Iron Maiden,Rainmaker,98787
80961,Run the Jewels,"36"" Chain",98791
80963,Tool,Pushit,98794
80989,Ensiferum,Token of Time,98833
81011,Aerosmith,Crazy,98862
81056,Broken Social Scene,Vanity Pail Kids,98920
81071,Danny Brown,Hell For It,98937
81080,The Smiths,"Frankly, Mr. Shankly",98948
81081,Alicia Keys,In Common,98949
81115,Marvin Gaye,Mercy Mercy Me (The Ecology),98993
81154,The Black Keys,Black Mud,99045
81170,Candlemass,Solitude,99063
81229,Mogwai,Killing All the Flies,99142
81236,Soundgarden,Superunknown,99150
81239,Vektor,Recharging The Void,99160
81243,Young Thug,Digits,99165
81261,Metallica,Dyers Eve,99189
81293,Rihanna,Where Have You Been,99236
81296,The Tallest Man on Earth,Love Is All,99240
81301,Metallica,The End of the Line,99247
81315,Lana Del Rey,Don't Let Me Be Misunderstood,99265
81317,Plain White T's,Hey There Delilah,99267
81343,Lukas Graham,Mama Said,99303
81360,Two Door Cinema Club,Sun,99327
81381,Coldplay,Swallowed in the Sea,99354
81418,Soundgarden,4th of July,99413
81493,Spoon,Do You,99514
81502,The Cure,Inbetween Days,99530
81512,The Kinks,All Day and All of the Night,99542
81525,Iron Maiden,The Number of the Beast,99564
81555,The Black Keys,Little Black Submarines,99612
81581,Bastille,Blame,99671
81636,St. Vincent,"Happy Birthday, Johnny",99775
81674,Imagine Dragons,Walking the Wire,99840
81727,Supertramp,School,99910
81747,Childish Gambino,IV. Sweatpants,99938
81762,Desiigner,Tiimmy Turner,99958
81768,RICH CHIGGA,Dat $tick,99972
81770,BROCKHAMPTON,FACE,99974
81771,BROCKHAMPTON,FAKE,99975
81777,Kendrick Lamar,m.A.A.d city (feat. MC Eiht),99984
81793,Michael Jackson,Beat It,100009
81804,Dimmu Borgir,Progenies of the Great Apocalypse,100024
81869,Jason Derülo,Swalla (feat. Nicki Minaj & Ty Dolla $ign),100107
81885,Fetty Wap,Trap Queen,100126
81921,The Doors,Moonlight Drive,100170
81959,Radical Face,Welcome Home,100231
81965,Aphex Twin,minipops 67 [120.2][source field mix],100237
81989,Haken,Lapse,100269
81990,Haken,Earthrise,100270
81992,Mogwai,Ether,100273
81996,Fleet Foxes,Crack-Up,100278
81999,Steven Wilson,People Who Eat Darkness,100284
82004,Devin Townsend Project,Offer Your Light,100290
82110,Elle King,Ex's & Oh's,100415
82162,Deftones,Prayers/Triangles,100480
82205,R.E.M.,Drive,100599
82231,Bonobo,Jets,100631
82235,The All-American Rejects,Move Along,100647
82244,The Cure,One Hundred Years,100659
82249,Television,Venus,100667
82316,Charli XCX,Out of My Head (feat. Tove Lo and ALMA),100756
82330,BROCKHAMPTON,FIGHT,100785
82470,DIIV,Incarnate Devil,101009
82510,Kaleo,All The Pretty Girls,101055
82531,Have a Nice Life,Hunter,101080
82539,Editors,Munich,101091
82543,Pendulum,Propane Nightmares,101100
82555,Gorillaz,Latin Simone (Que pasa contigo),101118
82628,Thundercat,Heartbreaks + Setbacks,101207
82629,Love,Alone Again Or,101208
82643,Frank Ocean,Good Guy,101234
82651,Weezer,Tired of Sex,101245
82705,Tame Impala,It Is Not Meant to Be,101311
82735,Jack Ü,Where Are Ü Now (with Justin Bieber),101351
82751,Devin Townsend Project,Failure,101371
82788,Edward Sharpe & The Magnetic Zeros,Home,101428
82817,Ludovico Einaudi,Nuvole Bianche,101466
82821,Kate Bush,Hello Earth,101473
82930,Washed Out,Eyes Be Closed,101621
82936,Sophie,Bipp,101630
82940,The National,Day I Die,101635
82942,Nine Inch Nails,The Becoming,101637
82981,Rage Against the Machine,Freedom,101689
82990,f(x),4 Walls,101699
82991,Drake,U WIth Me?,101700
83019,Boards of Canada,Sick Times,101749
83197,Fugees,Fu-Gee-La,101966
83254,Spandau Ballet,True,102039
83280,DJ Shadow,Bergschrund (feat. Nils Frahm),102073
83301,Mark Ronson,Uptown Funk (feat. Bruno Mars),102109
83372,Danny Brown,Downward Spiral,102213
83471,Destiny's Child,Say My Name,102345
83566,The Black Keys,Gold on the Ceiling,102476
83575,Crystal Castles,Ornament,102486
83593,Vampire Weekend,Don't Lie,102514
83611,System of a Down,Attack,102532
83616,Bruce Springsteen,Born in the U.S.A.,102539
83641,"Tyler, the Creator",Where This Flower Blooms,102571
83648,Death Cab for Cutie,The Sound of Settling,102579
83769,Imagine Dragons,Start Over,102725
83897,The 1975,A Change of Heart,102885
83921,Talking Heads,Listening Wind,102916
83931,London Grammar,Metal & Dust,102937
83967,Boards of Canada,Olson,102986
84032,Red Hot Chili Peppers,I Like Dirt,103070
84163,Drake,Portland,103228
84174,A$AP Ferg,Plain Jane,103243
84225,JP Cooper,September Song,103317
84419,Lone,Jaded,103561
84425,Darkside,Paper Trails,103570
84432,Neon Indian,Slumlord,103577
84455,Tycho,Source,103608
84485,Supergrass,Alright,103665
84490,Hans Zimmer,Dream Is Collapsing,103671
84491,James Blake,Always,103673
84511,Leonard Cohen,"So Long, Marianne",103700
84517,Sufjan Stevens,I Walked,103709
84534,Kurt Vile,Pretty Pimpin,103735
84539,Taylor Swift,Welcome to New York,103740
84558,Insomnium,"Winter's Gate, Pt. 2",103767
84595,Porcupine Tree,Lazarus,103815
84648,La Roux,Bulletproof,103883
84671,Zero 7,In the Waiting Line,103919
84675,Beck,Colors,103925
84701,Boards of Canada,The Devil Is in the Details,103964
84734,Lorde,White Teeth Teens,104022
84735,Lorde,Buzzcut Season,104023
84789,Green Day,Outlaws,104079
84791,Arcade Fire,Here Comes the Night Time,104081
84803,Foo Fighters,Saint Cecilia,104097
84857,Beach House,All Your Yeahs,104179
84883,Nick Drake,River Man,104212
84896,Tori Amos,Cornflake Girl,104241
84914,Four Tet,Planet,104282
84932,Opeth,The Seventh Sojourn,104311
84955,The National,BORN TO BEG,104337
84958,Muse,Bliss,104341
85003,The Beatles,Think for Yourself,104394
85012,Michael Jackson,Don't Stop 'Til You Get Enough,104403
85043,Haken,The Endless Knot,104437
85048,Agalloch,You Were But a Ghost in My Arms,104443
85049,Daughter,Mothers,104444
85122,Gojira,Toxic Garbage Island,104531
85174,Rammstein,Ich will,104603
85197,Electric Six,Gay Bar,104630
85227,Fugazi,Waiting Room,104664
85237,The Cure,Cold,104679
85312,BROODS,Bridges,104777
85372,PJ Harvey,"Dollar, Dollar",104885
85536,Run the Jewels,No Come Down,105097
85539,The Chemical Brothers,Block Rockin' Beats,105101
85543,A Day to Remember,The Downfall of Us All,105108
85604,Patti Smith,Because the Night,105198
85623,Mr. Bungle,Pink Cigarette,105223
85625,Arcade Fire,Rococo,105225
85712,Mogwai,Friend of the Night,105344
85741,Be'lakor,Abeyance,105385
85756,Muse,Save Me,105403
85823,Aurora,Home,105495
85824,Aurora,Black Water Lilies,105496
85856,Little Dragon,High,105536
85922,Metronomy,Old Skool,105643
85928,Frank Ocean,Facebook Story,105659
85931,Julia Holter,Have You in My Wilderness,105663
85943,Susanne Sundfør,Darlings,105679
86020,Mumford & Sons,White Blank Page,105811
86038,Aphex Twin,Nanou2,105844
86051,Bon Iver,Beach Baby,105860
86096,Modest Mouse,Tiny Cities Made of Ashes,105918
86115,The Weeknd,High for This,105949
86128,The Cure,The Lovecats,105966
86144,Lorn,ACID RAIN,105984
86157,John Newman,Love Me Again,106007
86184,Magic Sword,In The Face Of Evil,106043
86291,ScHoolboy Q,TorcH,106198
86293,Carpenter Brut,Invasion A.D.,106201
86363,Niall Horan,Slow Hands,106290
86474,Yeasayer,I Am Chemistry,106433
86497,Courtney Barnett,Boxing Day Blues,106473
86512,Marina & the Diamonds,Hypocrates,106505
86527,Kasabian,Where Did All the Love Go?,106528
86547,Arctic Monkeys,Brick by Brick,106555
86551,Fever Ray,Coconut,106562
86568,Grimes,Know the Way,106595
86585,The Verve,Sonnet,106618
86601,Bomfunk MC's,Freestyler,106635
86632,Keane,This Is the Last Time,106689
86634,Visage,Fade to Grey,106695
86641,Whitney,No Matter Where We Go,106716
86650,Chairlift,Romeo,106726
86677,London Grammar,Non Believer,106771
86686,The Rolling Stones,Miss You,106785
86691,The Last Shadow Puppets,The Element of Surprise,106794
86710,Sabaton,Winged Hussars,106822
86736,Shinedown,Sound of Madness,106866
86776,CHVRCHES,Under the Tide,106930
86779,Death Grips,Voila,106937
86780,Frank Ocean,Seigfried,106941
86783,Glass Animals,Pools,106953
86858,Oh Wonder,Livewire,107081
86947,System of a Down,Jet Pilot,107180
87045,Boards of Canada,Kid for Today,107312
87081,Tom Petty,Free Fallin',107360
87088,Florence + the Machine,Lover to Lover,107371
87239,Sia,Cheap Thrills (feat. Sean Paul),107574
87290,Pink Floyd,Welcome to the Machine,107659
87323,Sufjan Stevens,John My Beloved,107704
87339,Animal Collective,In the Flowers,107725
87363,Flo Rida,Whistle,107757
87367,James Bay,Let It Go,107763
87376,Elvis Presley,Can't Help Falling in Love,107785
87539,Rihanna,Close To You,107976
87571,Beastie Boys,Sure Shot,108013
87577,Led Zeppelin,Dancing Days,108020
87619,Hans Zimmer,Dreaming of the Crash,108070
87695,Muse,Interlude,108202
87699,Lana Del Rey,Freak,108206
87710,Angel Olsen,Woman,108220
87711,Red Hot Chili Peppers,Stadium Arcadium,108221
87718,Laura Branigan,Self Control,108238
87759,Queen,I'm Going Slightly Mad,108290
87831,Depeche Mode,Walking in My Shoes,108403
87853,The Beatles,The Continuing Story of Bungalow Bill,108433
87872,Paul Simon,Graceland,108462
87877,Electric Light Orchestra,Turn To Stone,108469
88090,St. Vincent,Sugarboy,108751
88172,Rammstein,Rein Raus,108892
88181,Daft Punk,The Grid,108902
88194,Kanye West,Blame Game,108920
88216,Buzzcocks,Ever Fallen in Love (With Someone You Shouldn't've)?,108952
88272,Julian Casablancas,11th Dimension,109021
88293,Ulver,Lost in Moments,109049
88329,Russian Circles,Vorel,109105
88330,A Perfect Circle,TalkTalk,109106
88350,Gojira,The Wild Healer,109131
88351,Kiasmos,Lit,109134
88376,Alabama Shakes,Gimme All Your Love,109177
88388,Queens of the Stone Age,"Sick, Sick, Sick",109200
88395,Paramore,Grow Up,109214
88410,Twenty One Pilots,Trees,109265
88413,"Tyler, the Creator","Enjoy Right Now, Today",109277
88443,Lady Gaga,"Eh, Eh (Nothing Else I Can Say)",109315
88471,Placebo,Every You Every Me,109351
88483,Boards of Canada,Ataronchronon,109381
88484,David Bowie,Ziggy Stardust,109386
88486,The Beatles,Oh! Darling,109395
88487,Foo Fighters,The Feast and the Famine,109398
88522,Pink Floyd,Is There Anybody Out There?,109455
88589,Adele,Set Fire to the Rain,109533
88594,David Guetta,She Wolf (Falling to Pieces) [feat. Sia],109538
88638,Nirvana,Milk It,109600
88646,Daft Punk,Touch It / Technologic,109610
88647,Metronomy,The Bay,109611
88670,Hall & Oates,Rich Girl,109638
88673,Jimi Hendrix,Crosstown Traffic,109641
88690,The Avalanches,Radio,109659
88739,Pink Floyd,Have a Cigar,109716
88756,BADBADNOTGOOD,Can't Leave the Night,109737
88766,Nine Inch Nails,Something I Can Never Have,109750
88833,The Beach Boys,I'm Waiting for the Day,109824
88878,Black Sabbath,Heaven and Hell,109874
88882,Nero,Promises,109878
88901,Björk,Bachelorette,109904
88914,Carly Rae Jepsen,E•MO•TION,109934
88920,Savages,Sad Person,109961
88922,Daughter,maDE Of STone,109966
88923,Daughter,How,109967
88936,PJ Harvey,Medicinals,109983
88937,Tom Waits,Singapore,109987
88953,Mac DeMarco,Sister,110014
88995,The Pretty Reckless,Oh My God,110075
89055,Royal Blood,You Can Be So Cruel,110165
89065,Depeche Mode,Clean,110181
89066,King Crimson,Easy Money,110182
89116,Queens of the Stone Age,Do It Again,110246
89176,Frank Ocean,Sweet Life,110315
89177,The Beatles,Fixing a Hole,110317
89199,Bob Dylan,Tombstone Blues,110345
89256,Ihsahn,South Winds,110431
89317,David Bowie,Changes,110525
89336,The Beatles,"Here, There and Everywhere",110549
89384,Regina Spektor,On the Radio,110617
89439,Daughter,Youth,110709
89476,Anathema,Lightning Song,110751
89483,Feist,My Moon My Man,110762
89503,Chet Faker,Gold,110785
89528,Florence + the Machine,Only If for a Night,110818
89567,Santana,Samba Pa Ti,110863
89586,Sleep,Dragonaut,110896
89594,Gorillaz,Every Planet We Reach Is Dead,110905
89596,Slowdive,40 Days,110908
89608,Bring Me the Horizon,"Go to Hell, for Heaven's Sake",110931
89707,Tall Heights,Spirit Cold,111064
89737,Ed Sheeran,What Do I Know?,111112
89738,Ed Sheeran,Bibia Be Ye Ye,111113
89749,Justice,Pleasure,111129
89807,Death Grips,Trash,111213
89858,Vince Staples,Loca,111299
89866,Oneohtrix Point Never,Child of Rage,111311
89879,Gold Panda,Metal Bird,111328
89881,Amon Amarth,Vengeance Is My Name,111332
89940,Ghost,Con Clavi Con Dio,111403
89995,Katy Perry,Teenage Dream,111480
89997,Nick Drake,Northern Sky,111483
90043,Eric Clapton,Layla,111587
90049,Bon Iver,Towers,111596
90053,The Antlers,Kettering,111604
90054,The Beatles,With a Little Help from My Friends,111605
90166,Tegan and Sara,Boyfriend,111783
90180,Oh Wonder,Drive,111806
90259,Anderson .Paak,Your Prime,111907
90265,Blur,Lonesome Street,111914
90266,PJ Harvey,Near The Memorials To Vietnam And Lincoln,111915
90293,Leon Bridges,Coming Home,111961
90319,Mumford & Sons,Awake My Soul,111994
90327,Boards of Canada,Nothing Is Real,112006
90341,Arcade Fire,Suburban War,112024
90371,Charli XCX,After the Afterparty (feat. Lil Yachty),112079
90373,Kanye West,Gold Digger (feat. Jamie Foxx),112082
90386,Melanie Martinez,Soap,112110
90424,Imagine Dragons,Dream,112170
90576,Alanis Morissette,Head Over Feet,112376
90624,Prince,Sign 'O' The Times,112433
90626,Placebo,I Know,112437
90650,Franz Ferdinand,Ulysses,112481
90660,Björk,Come to Me,112501
90703,Kodomo,Concept 1,112564
90723,A$AP Rocky,Long Live A$AP,112594
90728,Arcade Fire,We Used to Wait,112601
90729,Arcade Fire,The Suburbs (Continued),112603
90738,Broken Bells,The High Road,112615
90748,Arctic Monkeys,Potion Approaching,112631
90754,TV on the Radio,Will Do,112639
90788,Pendulum,Slam,112687
90797,Tom Petty,I Won't Back Down,112698
90856,Capital Cities,Kangaroo Court,112811
90857,Imagine Dragons,Monster,112814
90879,Vance Joy,Georgia,112852
90906,Coldplay,Square One,112894
90908,Three Days Grace,Pain,112896
90911,Florence + the Machine,I'm Not Calling You a Liar,112901
90913,Kasabian,Club Foot,112904
90922,Third Eye Blind,Jumper,112918
90924,PJ Harvey,The Last Living Rose,112921
90933,U2,I Still Haven't Found What I'm Looking For,112938
90960,Coldplay,Us Against the World,112970
90961,fun.,Carry On,112971
90974,The Beatles,Across the Universe,113125
90985,Feist,Lost Dreams,113141
